EAR,MAR,Circularity,MOE,Image,Score
0.3344491606931669,1.1485740251727987,0.5134629346439834,3.434226065307824,83.0,0.0
0.3188619081896846,1.136416778814382,0.4714472550693934,3.5639778525641583,76.0,0.0
0.32383244275531864,1.1664201351959331,0.472216282543957,3.601924888289395,75.0,0.0
0.3052545254202404,1.1524078890004419,0.4513682032808253,3.7752360506824094,80.0,0.0
0.312146278208961,1.1632905406782859,0.4838086358507809,3.726748072580064,84.0,0.0
0.2898385006064164,1.1555744713194769,0.4544484115549249,3.98695987214162,88.0,0.0
0.3193839210112942,1.1542063039995023,0.4861192241361386,3.613852257636623,87.0,0.0
0.33538359901921994,1.164354924826603,0.514271906330119,3.471710984769641,87.0,0.0
0.3648334086607463,1.1511012142983643,0.5295401911232557,3.1551420099488694,84.0,0.0
0.3242272796867712,1.158984370497331,0.50043174172033,3.5746047390491023,249.0,0.0
0.3255227030257067,1.151901756688425,0.4891221723372639,3.5386218717821927,80.0,0.0
0.3853536383234922,1.1559211184429257,0.5637374931037864,2.9996372253596473,80.0,0.0
0.38330465556146304,1.2032424582619403,0.5840646283546354,3.139128212516584,247.0,0.0
0.21578877496623416,1.1582320585709505,0.3528856901957531,5.367434236336837,115.0,0.0
0.24769916649994414,1.2124977225993576,0.3907286189963833,4.895041593123936,98.0,0.0
0.3013919339163426,1.1128286687151787,0.4464034296726693,3.6922974488894815,110.0,0.0
0.346520314549535,1.019836122254048,0.5090361102131113,2.9430774457763067,115.0,0.0
0.2977137708988585,1.0074516086038414,0.4573833065753385,3.3839603910902056,61.0,0.0
0.317839300159072,1.0081016716964728,0.4919295108397273,3.1717338642261637,174.0,0.0
0.3140930731080836,1.031755573516083,0.4931828643675448,3.2848721027382934,199.0,0.0
0.33581939772431013,1.1420062788117296,0.4918357670051355,3.400656086427907,83.0,0.0
0.3328736337164124,1.1697787623910672,0.4971239391295297,3.5141826924857784,81.0,0.0
0.3307607654078732,1.1370940799262383,0.4912568669246205,3.4378142719679756,82.0,0.0
0.32752239888456625,1.1289239813321048,0.4840015398290656,3.4468603832191302,82.0,0.0
0.31694822735852596,1.2163759448018463,0.4753302315870687,3.837774878689902,246.0,0.0
0.3507268419408445,1.2368576432386191,0.5303684985251182,3.52655541387743,245.0,0.0
0.3598526613157603,1.3068947034726217,0.5323912013399967,3.6317494462708986,244.0,0.0
0.35019702866065994,1.3303059373506734,0.514096493713884,3.7987356501523486,247.0,0.0
0.34099037921638725,1.2763712725763539,0.5043435017418272,3.7431298663308863,246.0,0.0
0.34877893359537343,1.2368416203039203,0.5223311462961809,3.5462050633448206,246.0,0.0
0.3490837605657814,1.2281340562375411,0.510904747057275,3.518164391970081,247.0,0.0
0.31665478682222786,1.2030824973363392,0.492279671925624,3.7993504200893633,247.0,0.0
0.3526530543171721,1.2283505251165936,0.5283607547780766,3.4831699600475576,246.0,0.0
0.35041791498984964,1.2176619445586605,0.5373547573612271,3.4748849658383816,247.0,0.0
0.36954329941711933,1.2083929130528848,0.5548021967799182,3.269962992046893,247.0,0.0
0.34912613368002243,1.226682580876482,0.5263225014092627,3.513579943003489,246.0,0.0
0.3676122438336378,1.2111055110347062,0.5524352495095167,3.294518970327848,246.0,0.0
0.33765285428677044,1.2491990316361,0.5000853078118789,3.699654884525716,247.0,0.0
0.3603648462889664,1.2660871197610863,0.5363005967077652,3.513348021593224,247.0,0.0
0.37786096923811774,1.2778619544360947,0.574147664887205,3.381831039635165,247.0,0.0
0.35927966407142814,1.2667820168019688,0.5462367564979587,3.525894013723305,247.0,0.0
0.32660131750986704,1.2772175089263746,0.4852071840714746,3.9106318329159473,247.0,0.0
0.3332415795907516,1.2646820904653973,0.4865937122278221,3.795090912780248,246.0,0.0
0.3295134139680151,1.2491097054659266,0.508013752706234,3.790770428505754,246.0,0.0
0.32424558736596404,1.2817054773920296,0.4919891806721336,3.9528848728646406,247.0,0.0
0.3355144966755965,1.2585656284557822,0.5054810239002109,3.751151264479248,247.0,0.0
0.34450552574020243,1.2597874281827155,0.5129458854162693,3.6567989017765226,247.0,0.0
0.32304854740481537,1.235765449496124,0.4893281394868826,3.825324272229504,247.0,0.0
0.32785867350207915,1.1865680277766903,0.501554392236019,3.619144844033433,80.0,0.0
0.3198590457679162,1.037132477952568,0.4784270307783763,3.2424672419772427,88.0,0.0
0.2923306105826797,1.0094192045663648,0.452831048333862,3.4530054945473156,64.0,0.0
0.29314395275961275,1.0682489902488579,0.4547571040771694,3.644110615936383,63.0,0.0
0.2943062674098352,1.20976792918767,0.4456810155947331,4.110574809822219,75.0,0.0
0.33108618578968324,1.1867826945632485,0.4800226318492771,3.5845128715733594,76.0,0.0
0.3055431283388758,1.1863981516683797,0.474930618696072,3.882915508911572,247.0,0.0
0.3659606110370169,1.2898810423633165,0.5351745471561521,3.5246444657205065,247.0,0.0
0.3367100258800288,1.266187139930954,0.520793404669574,3.7604675911316705,247.0,0.0
0.3183252533341945,1.1763738276772184,0.4927893830133129,3.695508965611973,249.0,0.0
0.3327418490381194,1.2687610792820352,0.5275764761786119,3.8130493142047905,249.0,0.0
0.3324481132706365,1.18239100388484,0.500593358923626,3.55661818096194,249.0,0.0
0.3028149573922652,1.2465020389367412,0.483820462212018,4.116381996685942,249.0,0.0
0.3257093699991082,1.2396102868911407,0.5088263605114831,3.805878494974016,247.0,0.0
0.32548645394159287,1.2348293872534226,0.4944938161134778,3.79379655374232,247.0,0.0
0.3378693156541705,1.2270513166290495,0.5092877904096116,3.631733512862145,249.0,0.0
0.3496721656780103,1.2459354116758994,0.522223918093407,3.5631529586006514,85.0,0.0
0.309312785855458,1.2098175633480304,0.4670853287816088,3.911307966148476,92.0,0.0
0.3329913461313884,1.2187130308821483,0.4925212683688193,3.6598940033753338,91.0,0.0
0.319721494796471,1.214779431758233,0.4783576298051565,3.7994925318722785,86.0,0.0
0.29489989975862785,1.1577009515469312,0.4470229983243502,3.9257420992495966,249.0,0.0
0.2935662099427923,1.2008454484313251,0.4576183396210053,4.090543828819181,249.0,0.0
0.3347623884873037,1.1194229697959919,0.515354905026546,3.343932915684904,249.0,0.0
0.33739868019705377,1.2395115872450868,0.5180652930016298,3.673729803925625,249.0,0.0
0.32194572599335997,1.2506741763355536,0.4677526752143722,3.884736076171264,249.0,0.0
0.3214981910718517,1.2466693687809058,0.4802224632776255,3.8776870396209695,249.0,0.0
0.3088448717417278,1.134159728515443,0.4793712866922595,3.672263431538816,249.0,0.0
0.3309927186633675,1.217739314469245,0.4871759007703105,3.6790516703412233,88.0,0.0
0.3598057251744519,1.235523197631264,0.5295027254040617,3.4338619737977214,92.0,0.0
0.35229717103472097,1.225969053444988,0.525899051424974,3.479928748346836,89.0,0.0
0.3799999952267141,1.2711739874308738,0.5640312168222749,3.345194745785381,247.0,0.0
0.3655675883368025,1.2425061837268927,0.5305158784681147,3.398841208488524,247.0,0.0
0.3641111575228628,1.2433336616730046,0.5301970495552273,3.414709041413911,88.0,0.0
0.3106801717184617,1.2416622888759299,0.4692760760410164,3.9965932875855503,87.0,0.0
0.31880945633462626,1.2695526440182225,0.476429580868241,3.9821674633317174,85.0,0.0
0.3012562228918181,1.2605448260578265,0.4589277856790586,4.184294730769731,249.0,0.0
0.363669812073173,1.2469167605508331,0.527101835089301,3.4287057081876915,249.0,0.0
0.3653104513536242,1.247018305096292,0.5357321809988872,3.413585076680891,249.0,0.0
0.3592745977915094,1.2255939453092561,0.5581225433227696,3.4113014191459223,249.0,0.0
0.34787789586085627,1.2009750804942103,0.5262981856469007,3.4522891358828236,249.0,0.0
0.3629003745138578,1.235118480708855,0.5516244390311457,3.403464331949017,87.0,0.0
0.35847044662012734,1.1925749969570882,0.5286957329071283,3.3268432815072893,83.0,0.0
0.3504841233401453,1.2607698512022298,0.5238804778345185,3.5972238604903968,249.0,0.0
0.33488769594902557,1.2482325590409966,0.5095033219967909,3.727316871119071,249.0,0.0
0.3393491908984368,1.2624855372639983,0.5114325071744288,3.720313974880952,249.0,0.0
0.3479249259872794,1.2536642064777923,0.5301662033468783,3.6032606830923855,249.0,0.0
0.3497441127476503,1.232208853298403,0.5063251352868422,3.5231725378247445,85.0,0.0
0.35147133535664804,1.1774198950613346,0.5392044580280244,3.3499741703447095,249.0,0.0
0.32547609647708076,1.137254416635132,0.5077474175480711,3.494125771276769,249.0,0.0
0.3322569374040796,1.1390773625327042,0.5056350180803688,3.4283027208771175,249.0,0.0
0.33980596079890735,1.1864852282005127,0.4980202291964049,3.491655135804575,89.0,0.0
0.3638676913930535,1.242977673994756,0.5418427341565596,3.4160155006784567,116.0,0.0
0.3556945280464608,1.2461562988441826,0.5343013616205184,3.503445233437523,249.0,0.0
0.35027394602891854,1.276389235335768,0.5110222919713002,3.643974237325632,127.0,0.0
0.3590617362439828,1.2321326268249253,0.531207276746461,3.4315341971935704,245.0,0.0
0.34571999148368243,1.272429550503975,0.5169820565607955,3.680520600047604,247.0,0.0
0.3850689115623892,1.3227283119031614,0.5659583864635055,3.435043110949381,246.0,0.0
0.38422680055872227,1.308184076382075,0.5635082075428248,3.4047184487906175,247.0,0.0
0.3951256019426854,1.3019403282097983,0.5614690266502591,3.2950037198517195,247.0,0.0
0.37948942834565647,1.3036465308314782,0.5516761973171652,3.4352644196561304,247.0,0.0
0.362687295866214,1.298484561037827,0.5144193138183069,3.5801765759030193,247.0,0.0
0.35666131984134103,1.3040359005878026,0.5434058409908602,3.656230233118344,247.0,0.0
0.3616033422047129,1.3268087885555322,0.514395851748315,3.669238178126108,246.0,0.0
0.35148482919887064,1.3057127981033103,0.5155525266761916,3.714848237061565,247.0,0.0
0.346013876070229,1.3023808587597057,0.5064402224304029,3.7639555775947167,247.0,0.0
0.343852944304049,1.3361240017072944,0.5298363418166576,3.8857425066159625,247.0,0.0
0.3575977733147751,1.3036621983278167,0.5315564047064728,3.645610503229475,246.0,0.0
